truck_id,torque,gear,elevation,speed,rpm,voltage,estimated_weight_tonnes,expected_tpt,actual_tpt,stress_index,power_density,rpm_per_gear,status,reasons,actual_weight
truck_003,179.66,2,2.623500019303602,63.13,2260.65,23.03,7.35,24.43,24.43,7.47,1.85,1130.33,Overload,['High RPM per Gear'],7.18
truck_002,215.47,6,1.456647788729379,23.96,1938.06,28.1,10.52,20.48,20.48,13.1,1.56,323.01,Normal,[],10.14
truck_001,284.45,1,14.132237083277172,64.7,1880.6,24.83,14.67,19.39,19.39,62.13,2.26,1880.6,Overload,['High RPM per Gear'],14.44
truck_003,193.63,3,-3.525803626555124,50.73,2187.29,28.68,7.93,24.43,24.43,-13.46,1.55,729.1,Overload,['High RPM per Gear'],7.84
truck_002,100.47,3,6.366945015964937,73.42,2101.49,28.79,4.91,20.48,20.48,8.71,0.77,700.5,Overload,['High RPM per Gear'],4.09
truck_003,92.98,5,-1.1026183556519853,24.87,2154.65,24.95,3.81,24.43,24.43,-4.12,0.84,430.93,Normal,[],4.0
truck_002,92.61,6,8.472667096769214,37.5,1748.75,25.47,4.52,20.48,20.48,20.92,0.67,291.46,Normal,[],4.54
truck_001,307.17,2,6.425138032607558,20.46,1983.49,26.96,15.84,19.39,19.39,96.47,2.37,991.74,Overload,['High RPM per Gear'],15.85
truck_003,321.45,3,0.114646535470988,34.84,2352.08,23.41,13.16,24.43,24.43,1.06,3.38,784.03,Overload,"['High Power Density', 'High RPM per Gear']",12.95
truck_001,268.13,2,2.811242048540634,26.58,2274.53,23.21,13.83,19.39,19.39,28.36,2.75,1137.27,Overload,"['High Power Density', 'High RPM per Gear']",13.87
truck_002,266.2,3,8.909062467769772,35.33,2074.51,28.98,13.0,20.48,20.48,67.13,2.0,691.5,Overload,['High RPM per Gear'],12.84
truck_002,224.55,1,9.500136488946245,21.4,1409.47,28.93,10.96,20.48,20.48,99.69,1.15,1409.47,Overload,['High RPM per Gear'],10.31
truck_002,94.45,1,2.5217342567120404,70.4,2358.53,25.61,4.61,20.48,20.48,3.38,0.91,2358.53,Overload,['High RPM per Gear'],4.29
truck_001,242.79,2,7.414217274718977,72.93,1621.67,26.32,12.52,19.39,19.39,24.68,1.57,810.84,Overload,['High RPM per Gear'],12.26
truck_002,167.6,5,-3.603673970288761,53.4,1497.45,24.46,8.18,20.48,20.48,-11.31,1.07,299.49,Normal,[],8.98
truck_001,299.98,2,12.420285747874985,58.73,2335.41,24.69,15.47,19.39,19.39,63.44,2.97,1167.7,Overload,"['High Power Density', 'High RPM per Gear']",15.86
truck_003,348.05,6,2.858746100556133,72.78,2375.76,25.96,14.25,24.43,24.43,13.67,3.34,395.96,Overload,['High Power Density'],14.43
truck_003,166.82,5,-4.104552549638099,52.53,1220.76,27.67,6.83,24.43,24.43,-13.03,0.77,244.15,Normal,[],5.83
truck_003,230.83,6,10.97356211815264,22.79,1390.25,25.39,9.45,24.43,24.43,111.16,1.32,231.71,Normal,[],9.15
truck_003,111.18,4,12.67803629920217,76.22,1609.12,24.78,4.55,24.43,24.43,18.49,0.76,402.28,Normal,[],4.73
truck_001,256.62,6,13.122151997237475,33.6,2047.12,26.32,13.23,19.39,19.39,100.22,2.09,341.19,Normal,[],12.15
truck_001,164.87,2,8.03825213465904,37.43,2368.74,25.71,8.5,19.39,19.39,35.4,1.59,1184.37,Overload,['High RPM per Gear'],8.57
truck_003,246.2,2,1.123185849322626,28.92,1707.39,28.79,10.08,24.43,24.43,9.56,1.53,853.69,Overload,['High RPM per Gear'],9.72
truck_002,119.59,6,8.94282700984798,41.28,2264.89,28.85,5.84,20.48,20.48,25.91,0.98,377.48,Normal,[],6.31
truck_003,151.82,5,0.9502701022755566,55.07,1727.57,24.81,6.21,24.43,24.43,2.62,1.11,345.51,Normal,[],6.24
truck_002,191.13,4,7.0334004352718775,56.51,1665.82,25.53,9.33,20.48,20.48,23.79,1.31,416.45,Normal,[],9.19
truck_001,240.5,5,14.755466642742448,46.38,1979.5,23.3,12.4,19.39,19.39,76.52,2.14,395.9,Normal,[],11.64
truck_001,145.6,4,0.6435729129846628,54.52,1740.86,26.38,7.51,19.39,19.39,1.72,1.01,435.22,Normal,[],7.21
truck_001,114.53,3,13.191378866891752,46.98,1536.52,23.85,5.91,19.39,19.39,32.16,0.77,512.17,Normal,[],6.17
truck_001,137.02,1,7.913706503484814,53.56,1254.93,28.59,7.07,19.39,19.39,20.24,0.63,1254.93,Overload,['High RPM per Gear'],7.22
truck_001,225.73,2,5.747128095457741,62.61,1267.45,26.79,11.64,19.39,19.39,20.72,1.12,633.73,Overload,['High RPM per Gear'],12.12
truck_003,264.96,6,6.176646351096348,30.59,1932.43,24.58,10.85,24.43,24.43,53.5,2.18,322.07,Normal,[],11.0
truck_003,306.02,1,6.863835151158916,52.72,1493.68,28.35,12.53,24.43,24.43,39.84,1.69,1493.68,Overload,['High RPM per Gear'],12.27
truck_002,244.56,6,14.035465688192652,61.91,1940.95,26.45,11.94,20.48,20.48,55.44,1.88,323.49,Normal,[],11.75
truck_001,191.06,6,1.8504701473352505,77.18,1490.78,25.83,9.85,19.39,19.39,4.58,1.15,248.46,Normal,[],10.2
truck_003,329.12,6,0.829125427467412,29.89,2047.55,26.83,13.47,24.43,24.43,9.13,2.63,341.26,Overload,['High Power Density'],13.87
truck_001,311.13,2,7.087229499224094,38.17,1440.43,26.26,16.05,19.39,19.39,57.78,1.79,720.22,Overload,['High RPM per Gear'],15.54
truck_002,176.69,5,-4.08159887817474,40.32,1694.12,23.58,8.63,20.48,20.48,-17.88,1.33,338.82,Normal,[],8.5
truck_001,159.15,4,14.924841972340412,64.19,1304.94,23.12,8.21,19.39,19.39,37.0,0.94,326.24,Normal,[],8.34
truck_003,204.29,1,7.06587362097329,44.82,1647.97,26.39,8.36,24.43,24.43,32.21,1.34,1647.97,Overload,['High RPM per Gear'],7.77
truck_003,307.8,2,11.506302860606862,40.78,1880.18,28.59,12.6,24.43,24.43,86.84,2.12,940.09,Overload,['High RPM per Gear'],12.18
truck_003,324.42,3,12.679382588945952,53.1,1939.5,28.45,13.28,24.43,24.43,77.46,2.32,646.5,Overload,['High RPM per Gear'],13.48
truck_003,329.1,5,6.727680441857968,57.98,2164.45,28.88,13.47,24.43,24.43,38.19,2.58,432.89,Overload,['High Power Density'],13.7
truck_003,113.49,4,-0.3780704351337611,74.21,1316.74,24.52,4.65,24.43,24.43,-0.58,0.64,329.18,Normal,[],4.43
truck_003,290.09,3,9.030395542236295,43.28,1200.21,23.98,11.87,24.43,24.43,60.53,1.52,400.07,Normal,[],12.08
truck_001,207.27,2,3.3039527828381843,57.72,2297.43,23.22,10.69,19.39,19.39,11.86,2.15,1148.72,Overload,['High RPM per Gear'],11.09
truck_001,190.58,6,5.045888173875673,45.78,2074.85,24.45,9.83,19.39,19.39,21.01,1.69,345.81,Normal,[],10.07
truck_003,370.72,4,10.46522304159977,74.36,1481.44,24.19,15.17,24.43,24.43,52.17,2.38,370.36,Normal,[],15.41
truck_002,261.12,6,-4.541798802176813,37.66,1869.59,28.56,12.75,20.48,20.48,-31.49,1.79,311.6,Normal,[],12.48
truck_001,227.46,5,2.394054440185707,30.03,1213.8,26.73,11.73,19.39,19.39,18.14,1.08,242.76,Normal,[],11.76
truck_003,200.72,1,4.322842711206302,64.99,1412.89,23.08,8.22,24.43,24.43,13.35,1.29,1412.89,Overload,['High RPM per Gear'],8.14
truck_001,96.38,4,13.320973524152867,44.41,1523.58,23.59,4.97,19.39,19.39,28.91,0.65,380.89,Normal,[],4.96
truck_002,176.52,1,-4.33404432869656,41.52,2099.85,28.68,8.62,20.48,20.48,-18.43,1.35,2099.85,Overload,['High RPM per Gear'],8.33
truck_001,225.47,4,-4.931077124462606,39.81,1654.17,28.67,11.63,19.39,19.39,-27.93,1.36,413.54,Normal,[],11.85
truck_001,82.28,6,-4.496917403537736,65.81,2298.17,24.43,4.24,19.39,19.39,-5.62,0.81,383.03,Normal,[],5.06
truck_003,125.63,3,5.466969888383042,64.08,1864.01,24.47,5.14,24.43,24.43,10.72,1.0,621.34,Overload,['High RPM per Gear'],4.88
truck_003,223.18,3,6.795108355786503,28.21,2213.94,25.85,9.14,24.43,24.43,53.77,2.0,737.98,Overload,['High RPM per Gear'],8.14
truck_001,145.07,5,13.17187175832752,44.64,1663.11,27.21,7.48,19.39,19.39,42.81,0.93,332.62,Normal,[],8.96
truck_002,175.4,4,1.0529142438361785,72.09,1834.95,25.19,8.56,20.48,20.48,2.56,1.34,458.74,Normal,[],9.16
truck_002,200.92,5,0.8722433012949953,56.47,1647.91,26.03,9.81,20.48,20.48,3.1,1.33,329.58,Normal,[],9.95
truck_002,326.23,3,10.296747942055047,44.32,2097.93,28.7,15.93,20.48,20.48,75.8,2.5,699.31,Overload,['High RPM per Gear'],15.6
truck_001,136.41,1,-0.0713143841268877,23.84,1844.64,28.08,7.03,19.39,19.39,-0.41,0.94,1844.64,Overload,['High RPM per Gear'],6.94
truck_001,163.49,2,11.11858732318931,35.59,1560.74,26.97,8.43,19.39,19.39,51.07,0.99,780.37,Overload,['High RPM per Gear'],7.49
truck_002,255.61,2,-1.8633260020727405,61.55,1311.83,28.63,12.48,20.48,20.48,-7.74,1.23,655.91,Overload,['High RPM per Gear'],12.71
truck_002,120.19,3,3.1720994144648014,70.8,1389.67,23.13,5.87,20.48,20.48,5.38,0.76,463.22,Normal,[],5.97
truck_001,86.81,3,-2.0054887170761937,66.96,1905.73,25.28,4.48,19.39,19.39,-2.6,0.69,635.24,Overload,['High RPM per Gear'],4.9
truck_002,300.36,5,6.625240768385858,51.47,2179.74,27.5,14.67,20.48,20.48,38.66,2.49,435.95,Normal,[],14.27
truck_003,255.79,2,-4.672461870430434,70.6,1893.9,28.35,10.47,24.43,24.43,-16.93,1.79,946.95,Overload,['High RPM per Gear'],10.81
truck_003,242.21,2,2.0794349595772754,63.47,1561.18,23.01,9.91,24.43,24.43,7.94,1.72,780.59,Overload,['High RPM per Gear'],10.51
truck_002,241.19,4,-0.7535703029857004,24.48,1940.94,28.71,11.78,20.48,20.48,-7.43,1.71,485.24,Normal,[],11.77
truck_003,273.22,2,3.6532021538143375,40.29,1347.14,24.78,11.18,24.43,24.43,24.78,1.56,673.57,Overload,['High RPM per Gear'],10.97
truck_003,219.46,5,3.5436232481674352,34.34,1642.82,26.55,8.98,24.43,24.43,22.65,1.42,328.56,Normal,[],8.4
truck_002,221.22,2,-2.670745022167358,72.79,1728.38,26.75,10.8,20.48,20.48,-8.12,1.5,864.19,Overload,['High RPM per Gear'],10.87
truck_003,218.43,6,13.492019808434254,63.18,1333.86,24.07,8.94,24.43,24.43,46.64,1.27,222.31,Normal,[],9.51
truck_001,159.3,4,5.9038165818059305,53.27,1958.32,25.63,8.22,19.39,19.39,17.66,1.27,489.58,Normal,[],7.85
truck_002,315.9,3,-1.7808902508654167,44.56,1993.89,26.8,15.42,20.48,20.48,-12.63,2.46,664.63,Overload,['High RPM per Gear'],15.3
truck_003,228.44,4,-4.474304553247858,47.04,2110.27,26.28,9.35,24.43,24.43,-21.73,1.92,527.57,Normal,[],9.67
truck_002,184.34,5,1.4890684323633518,51.43,1336.9,23.78,9.0,20.48,20.48,5.34,1.09,267.38,Normal,[],8.42
truck_002,319.67,5,9.513562669770366,24.48,1683.47,23.02,15.61,20.48,20.48,124.25,2.45,336.69,Normal,[],15.56
truck_002,134.19,3,7.159764623930753,79.79,1558.58,24.95,6.55,20.48,20.48,12.04,0.88,519.53,Normal,[],6.32
truck_002,309.25,2,9.889767798985323,26.34,2378.12,27.39,15.1,20.48,20.48,116.12,2.81,1189.06,Overload,"['High Power Density', 'High RPM per Gear']",15.44
truck_001,98.51,2,-0.5377008292266634,56.31,1316.05,25.8,5.08,19.39,19.39,-0.94,0.53,658.03,Overload,['High RPM per Gear'],5.98
truck_003,178.96,6,7.507943863336266,58.38,2342.17,28.89,7.33,24.43,24.43,23.01,1.52,390.36,Normal,[],7.25
truck_003,221.24,3,14.749132339201548,62.3,1549.21,23.35,9.06,24.43,24.43,52.38,1.54,516.4,Normal,[],9.24
truck_003,311.08,6,14.26786756739698,32.91,1862.02,26.61,12.73,24.43,24.43,134.87,2.28,310.34,Normal,[],12.67
truck_001,131.23,1,3.2769748914433414,54.69,1508.66,25.12,6.77,19.39,19.39,7.86,0.83,1508.66,Overload,['High RPM per Gear'],6.25
truck_001,209.87,2,8.473972819811436,35.29,2135.58,24.54,10.82,19.39,19.39,50.4,1.91,1067.79,Overload,['High RPM per Gear'],10.86
truck_003,389.33,1,7.961742242169125,71.78,1551.77,25.7,15.94,24.43,24.43,43.18,2.46,1551.77,Overload,['High RPM per Gear'],14.84
truck_002,224.84,2,-3.080486066077741,43.74,1817.73,27.96,10.98,20.48,20.48,-15.84,1.53,908.87,Overload,['High RPM per Gear'],11.27
truck_002,285.86,4,11.906702440452849,49.6,1798.02,28.86,13.96,20.48,20.48,68.63,1.87,449.51,Normal,[],13.75
truck_001,143.7,1,-4.390334793772239,21.25,1674.63,28.65,7.41,19.39,19.39,-29.69,0.88,1674.63,Overload,['High RPM per Gear'],7.04
truck_002,238.57,3,-0.6899768833246895,21.49,2105.45,23.87,11.65,20.48,20.48,-7.66,2.2,701.82,Overload,['High RPM per Gear'],11.4
truck_002,224.97,3,5.454120063442039,57.1,1673.49,27.75,10.99,20.48,20.48,21.49,1.42,557.83,Normal,[],11.43
truck_003,182.92,6,10.704317502504466,50.76,2175.68,25.98,7.49,24.43,24.43,38.57,1.6,362.61,Normal,[],8.18
truck_002,173.72,2,-1.5771670050787168,69.78,1861.91,28.91,8.48,20.48,20.48,-3.93,1.17,930.95,Overload,['High RPM per Gear'],8.1
truck_003,348.12,3,11.780272063196035,63.76,1643.23,26.92,14.25,24.43,24.43,64.32,2.23,547.74,Normal,[],14.62
truck_002,151.55,2,-0.3028261400279897,40.47,1434.58,23.9,7.4,20.48,20.48,-1.13,0.95,717.29,Overload,['High RPM per Gear'],7.8
truck_002,286.34,1,-3.88905533024708,28.92,1892.15,27.44,13.98,20.48,20.48,-38.5,2.07,1892.15,Overload,['High RPM per Gear'],14.48
truck_001,235.56,6,14.472152976013971,56.36,1777.49,27.45,12.15,19.39,19.39,60.49,1.6,296.25,Normal,[],12.68
truck_003,240.85,6,3.164692416439131,61.52,2215.12,25.14,9.86,24.43,24.43,12.39,2.22,369.19,Normal,[],9.92
truck_003,282.31,5,13.42430200212571,31.0,2163.62,25.86,11.56,24.43,24.43,122.26,2.47,432.72,Normal,[],11.45
truck_002,221.04,4,0.1062760234254174,58.3,2231.02,28.5,10.79,20.48,20.48,0.4,1.81,557.75,Normal,[],10.07
truck_001,249.28,2,11.66099262137982,52.26,1820.23,28.43,12.86,19.39,19.39,55.63,1.67,910.12,Overload,['High RPM per Gear'],13.33
truck_003,118.86,3,-1.1352801703026572,48.4,2018.29,26.8,4.87,24.43,24.43,-2.79,0.94,672.76,Overload,['High RPM per Gear'],5.12
truck_001,311.3,5,9.52161513356377,48.68,2098.32,26.97,16.05,19.39,19.39,60.89,2.54,419.66,Overload,['High Power Density'],15.67
truck_001,194.63,4,10.755429601771368,60.79,1893.2,25.21,10.04,19.39,19.39,34.44,1.53,473.3,Normal,[],10.34
truck_003,366.22,3,-3.1730154565883817,78.23,2374.5,23.78,14.99,24.43,24.43,-14.85,3.83,791.5,Overload,"['High Power Density', 'High RPM per Gear']",14.73
truck_003,346.69,3,2.276042168646697,62.22,1414.48,25.18,14.19,24.43,24.43,12.68,2.04,471.49,Normal,[],14.9
truck_002,218.77,5,7.262151919111794,72.69,2346.57,26.5,10.68,20.48,20.48,21.86,2.03,469.31,Normal,[],11.06
truck_001,184.06,2,0.7453166198349592,24.61,1572.29,26.04,9.49,19.39,19.39,5.58,1.16,786.14,Overload,['High RPM per Gear'],9.39
truck_001,232.16,1,8.029183714321404,49.33,1844.29,28.0,11.97,19.39,19.39,37.79,1.6,1844.29,Overload,['High RPM per Gear'],12.4
truck_001,124.64,4,8.734333192096972,74.35,1647.52,26.51,6.43,19.39,19.39,14.64,0.81,411.88,Normal,[],6.09
truck_001,172.95,6,-3.755125476824381,51.31,2180.94,24.24,8.92,19.39,19.39,-12.66,1.63,363.49,Normal,[],8.88
truck_001,264.13,4,-3.417027581005448,55.24,1237.6,23.64,13.62,19.39,19.39,-16.34,1.45,309.4,Normal,[],13.46
truck_002,228.52,4,12.977580811586495,66.41,2245.44,24.28,11.16,20.48,20.48,44.66,2.21,561.36,Normal,[],11.1
truck_003,269.31,2,9.816251830200462,21.48,2283.74,23.42,11.02,24.43,24.43,123.06,2.75,1141.87,Overload,"['High Power Density', 'High RPM per Gear']",11.11
truck_003,284.2,5,11.12790586669966,59.75,1593.27,25.26,11.63,24.43,24.43,52.93,1.88,318.65,Normal,[],11.6
truck_003,201.5,1,9.124563399159474,79.63,2025.05,23.21,8.25,24.43,24.43,23.09,1.84,2025.05,Overload,['High RPM per Gear'],7.48
truck_003,195.41,6,3.9211445132888194,38.73,1522.26,25.59,8.0,24.43,24.43,19.79,1.22,253.71,Normal,[],8.18
truck_003,277.51,5,8.337905417406846,60.22,2281.36,23.1,11.36,24.43,24.43,38.42,2.87,456.27,Overload,['High Power Density'],11.6
truck_003,271.23,3,7.426041783441978,25.48,1719.14,24.36,11.1,24.43,24.43,79.04,2.0,573.05,Normal,[],10.73
truck_003,388.05,5,0.6720605451926538,59.26,2246.2,28.82,15.88,24.43,24.43,4.4,3.17,449.24,Overload,['High Power Density'],15.26
truck_002,236.54,4,12.030616105749877,57.39,1617.11,26.71,11.55,20.48,20.48,49.59,1.5,404.28,Normal,[],11.34
truck_003,286.05,5,0.7108587573906693,29.42,1738.91,25.13,11.71,24.43,24.43,6.91,2.07,347.78,Normal,[],11.28
truck_001,142.4,5,2.260028999651229,23.73,2277.14,23.23,7.34,19.39,19.39,13.56,1.46,455.43,Normal,[],7.16
truck_003,102.81,6,4.012468291402504,39.89,2349.19,27.94,4.21,24.43,24.43,10.34,0.91,391.53,Normal,[],4.47
truck_003,145.68,2,9.54024909399448,45.5,2309.74,24.0,5.96,24.43,24.43,30.54,1.47,1154.87,Overload,['High RPM per Gear'],5.95
truck_003,162.11,3,1.298806113624991,29.83,1248.18,24.0,6.64,24.43,24.43,7.06,0.88,416.06,Normal,[],6.83
truck_001,125.04,3,3.9482290857399054,57.48,1366.99,28.84,6.45,19.39,19.39,8.59,0.62,455.66,Normal,[],6.97
truck_002,158.06,3,7.352761010870898,69.2,1920.81,28.78,7.72,20.48,20.48,16.79,1.1,640.27,Overload,['High RPM per Gear'],8.38
truck_003,377.75,4,7.872827457574525,78.33,2373.87,25.83,15.46,24.43,24.43,37.97,3.64,593.47,Overload,['High Power Density'],15.5
truck_003,170.76,3,8.23643195978214,69.64,2022.49,26.2,6.99,24.43,24.43,20.2,1.38,674.16,Overload,['High RPM per Gear'],6.43
truck_002,240.31,3,14.408349587737272,23.65,1329.75,26.04,11.73,20.48,20.48,146.42,1.29,443.25,Normal,[],11.46
truck_001,103.55,6,-3.0100117148676864,59.37,2149.3,25.13,5.34,19.39,19.39,-5.25,0.93,358.22,Normal,[],5.99
truck_002,141.6,6,11.218617112568182,39.86,1408.15,24.26,6.91,20.48,20.48,39.86,0.86,234.69,Normal,[],6.56
truck_003,380.73,2,-4.352629319889596,25.3,2214.77,26.91,15.58,24.43,24.43,-65.49,3.28,1107.39,Overload,"['High Power Density', 'High RPM per Gear']",15.61
truck_002,236.7,4,-0.7464374398060114,53.72,1845.39,26.55,11.56,20.48,20.48,-3.29,1.72,461.35,Normal,[],11.93
truck_001,161.73,1,1.0081971757359387,68.93,1710.59,23.58,8.34,19.39,19.39,2.37,1.23,1710.59,Overload,['High RPM per Gear'],9.39
truck_003,121.12,6,14.37684814196783,39.17,1311.91,27.25,4.96,24.43,24.43,44.46,0.61,218.65,Normal,[],5.39
truck_003,178.53,4,1.6519216879193488,26.53,1922.65,27.81,7.31,24.43,24.43,11.12,1.29,480.66,Normal,[],7.43
truck_001,212.77,2,5.927369820522747,70.1,1563.27,28.0,10.97,19.39,19.39,17.99,1.24,781.63,Overload,['High RPM per Gear'],11.94
truck_001,192.98,6,-0.6946245193428036,63.12,1301.74,26.44,9.95,19.39,19.39,-2.12,0.99,216.96,Normal,[],9.8
truck_001,124.92,6,5.523656202097207,28.22,1887.3,23.55,6.44,19.39,19.39,24.45,1.05,314.55,Normal,[],5.09
truck_002,189.96,5,4.387887570626582,75.98,2063.71,23.46,9.28,20.48,20.48,10.97,1.75,412.74,Normal,[],10.65
truck_001,175.34,4,-4.341628264720924,68.75,1874.18,26.28,9.04,19.39,19.39,-11.07,1.31,468.54,Normal,[],9.24
truck_001,136.66,5,-0.266892410405724,28.6,1648.76,27.44,7.05,19.39,19.39,-1.28,0.86,329.75,Normal,[],6.85
truck_001,187.71,1,13.898173734998274,57.15,2077.48,27.06,9.68,19.39,19.39,45.65,1.51,2077.48,Overload,['High RPM per Gear'],9.49
truck_001,94.77,1,-3.2073091035834445,60.98,2354.72,24.8,4.89,19.39,19.39,-4.98,0.94,2354.72,Overload,['High RPM per Gear'],4.21
truck_002,279.87,2,7.902113531727837,49.99,1957.53,23.83,13.67,20.48,20.48,44.24,2.41,978.76,Overload,['High RPM per Gear'],13.61
truck_001,260.95,4,7.303506993212938,47.35,1246.57,23.21,13.46,19.39,19.39,40.25,1.47,311.64,Normal,[],14.2
truck_002,298.44,4,-4.876340980725411,49.64,1632.8,26.33,14.57,20.48,20.48,-29.32,1.94,408.2,Normal,[],13.94
truck_003,212.12,3,-2.5997408894843854,65.05,1467.37,28.97,8.68,24.43,24.43,-8.48,1.13,489.12,Normal,[],8.78
truck_002,218.22,4,1.4426428563261524,39.84,1876.26,28.11,10.66,20.48,20.48,7.9,1.53,469.07,Normal,[],10.89
truck_001,115.64,5,14.042477562617414,53.8,2038.68,27.81,5.96,19.39,19.39,30.19,0.89,407.74,Normal,[],6.68
truck_001,276.94,6,14.171080158990565,55.79,1963.56,28.1,14.28,19.39,19.39,70.35,2.03,327.26,Normal,[],13.96
truck_003,306.26,6,14.055856541658258,54.27,1567.98,25.27,12.54,24.43,24.43,79.33,1.99,261.33,Normal,[],12.8
truck_003,192.11,5,11.630906626855932,56.91,2036.39,24.77,7.86,24.43,24.43,39.27,1.65,407.28,Normal,[],8.4
truck_002,176.54,2,6.396569605456907,41.39,2129.12,26.27,8.62,20.48,20.48,27.28,1.5,1064.56,Overload,['High RPM per Gear'],9.12
truck_002,144.29,6,3.01221847594687,59.95,2171.37,26.76,7.05,20.48,20.48,7.25,1.23,361.9,Normal,[],6.86
truck_003,315.24,6,-4.974864092123776,76.03,1567.22,24.18,12.9,24.43,24.43,-20.63,2.14,261.2,Normal,[],13.14
truck_002,103.48,3,4.490928528963474,24.16,1263.21,24.76,5.05,20.48,20.48,19.23,0.55,421.07,Normal,[],4.01
truck_001,103.37,2,-4.478888944098598,73.14,2263.22,24.26,5.33,19.39,19.39,-6.33,1.01,1131.61,Overload,['High RPM per Gear'],5.78
truck_002,182.67,4,7.615070059628618,77.45,1652.82,26.71,8.92,20.48,20.48,17.96,1.18,413.2,Normal,[],9.02
truck_001,255.01,1,7.441190185642162,24.82,2033.55,25.29,13.15,19.39,19.39,76.46,2.15,2033.55,Overload,['High RPM per Gear'],12.89
truck_002,303.16,6,7.280166780778748,41.28,1236.87,26.22,14.8,20.48,20.48,53.46,1.5,206.15,Normal,[],14.47
truck_003,346.66,2,6.366102091896737,67.89,1830.65,23.55,14.19,24.43,24.43,32.51,2.82,915.32,Overload,"['High Power Density', 'High RPM per Gear']",14.09
truck_001,234.7,1,10.415453764212144,59.81,1458.97,25.43,12.1,19.39,19.39,40.87,1.41,1458.97,Overload,['High RPM per Gear'],12.74
truck_003,244.38,6,1.250445426486129,33.52,1806.97,26.64,10.0,24.43,24.43,9.12,1.74,301.16,Normal,[],10.68
truck_003,304.27,4,11.397642625188954,77.93,1416.77,26.57,12.45,24.43,24.43,44.5,1.7,354.19,Normal,[],12.38
truck_002,181.76,5,-4.538944331095798,78.16,2171.86,27.51,8.88,20.48,20.48,-10.55,1.5,434.37,Normal,[],8.02
truck_001,272.63,4,10.032411016896274,43.21,2278.45,24.06,14.06,19.39,19.39,63.3,2.7,569.61,Overload,['High Power Density'],14.03
truck_003,120.45,4,5.463845072173857,41.75,1497.28,25.45,4.93,24.43,24.43,15.76,0.74,374.32,Normal,[],4.78
truck_003,138.05,5,9.300636831165727,64.96,1723.16,23.66,5.65,24.43,24.43,19.76,1.05,344.63,Normal,[],6.18
truck_002,277.16,3,3.6681643474368073,49.76,2384.43,24.79,13.53,20.48,20.48,20.43,2.79,794.81,Overload,"['High Power Density', 'High RPM per Gear']",13.52
truck_002,260.49,2,4.332125318523641,32.0,1869.83,24.59,12.72,20.48,20.48,35.26,2.07,934.92,Overload,['High RPM per Gear'],13.72
truck_003,351.85,2,4.543552182224058,45.95,2070.8,26.58,14.4,24.43,24.43,34.79,2.87,1035.4,Overload,"['High Power Density', 'High RPM per Gear']",13.81
truck_001,97.24,3,10.351902365063523,41.15,2267.67,25.37,5.01,19.39,19.39,24.46,0.91,755.89,Overload,['High RPM per Gear'],4.72
truck_001,216.44,4,6.3479853757188565,52.61,1901.78,23.88,11.16,19.39,19.39,26.12,1.8,475.45,Normal,[],11.15
truck_002,195.94,2,-4.70766231364772,57.49,1340.3,27.62,9.57,20.48,20.48,-16.05,1.0,670.15,Overload,['High RPM per Gear'],8.82
truck_002,262.62,3,0.3943400816507765,63.98,1932.31,24.02,12.82,20.48,20.48,1.62,2.21,644.1,Overload,['High RPM per Gear'],13.65
truck_003,391.5,5,0.2696675428580608,31.99,1216.79,27.39,16.03,24.43,24.43,3.3,1.82,243.36,Normal,[],15.88
truck_003,308.06,5,8.182270432430949,46.39,2036.79,26.8,12.61,24.43,24.43,54.34,2.45,407.36,Normal,[],12.33
truck_003,275.56,4,5.814199098323938,47.02,1753.22,25.82,11.28,24.43,24.43,34.08,1.96,438.31,Normal,[],11.7
truck_002,157.4,1,-4.143947278637867,64.64,1783.4,24.91,7.69,20.48,20.48,-10.09,1.18,1783.4,Overload,['High RPM per Gear'],7.36
truck_001,256.57,4,-4.102286290065537,29.71,1236.17,27.4,13.23,19.39,19.39,-35.43,1.21,309.04,Normal,[],13.54
truck_001,113.53,2,1.8405902920920612,27.07,1309.79,25.01,5.86,19.39,19.39,7.72,0.62,654.9,Overload,['High RPM per Gear'],6.45
truck_003,328.09,6,6.9001684339339775,28.72,2108.08,24.31,13.43,24.43,24.43,78.83,2.98,351.35,Overload,['High Power Density'],13.06
truck_002,119.34,3,12.307486241856488,72.72,2140.41,25.45,5.83,20.48,20.48,20.2,1.05,713.47,Overload,['High RPM per Gear'],6.28
truck_002,128.92,1,7.772507982048513,29.66,2376.54,27.22,6.3,20.48,20.48,33.78,1.18,2376.54,Overload,['High RPM per Gear'],5.7
truck_003,233.44,2,8.435454527244596,37.51,1787.63,23.66,9.56,24.43,24.43,52.49,1.85,893.81,Overload,['High RPM per Gear'],9.39
truck_002,252.08,5,2.5776475910246965,43.27,1866.56,23.85,12.31,20.48,20.48,15.02,2.07,373.31,Normal,[],11.37
truck_003,261.14,6,7.891577917617379,28.24,1278.58,28.23,10.69,24.43,24.43,72.96,1.24,213.1,Normal,[],10.36
truck_001,128.06,6,-2.047130147256824,21.58,2387.91,24.67,6.6,19.39,19.39,-12.15,1.3,397.98,Normal,[],7.81
truck_003,264.93,3,-3.368167392261461,48.9,1687.41,26.64,10.84,24.43,24.43,-18.25,1.76,562.47,Normal,[],10.56
truck_002,312.96,1,8.874521229248844,73.79,1376.25,24.38,15.28,20.48,20.48,37.64,1.85,1376.25,Overload,['High RPM per Gear'],15.49
